Date,43-21 DC69 Workshop Hourly,43-27 DC29 D Blk Base Hourly
2016-11-09 00:00:00,20,14
2016-11-10 00:00:00,71,61
2016-11-11 00:00:00,73,51
2016-11-12 00:00:00,34,26
2016-11-13 00:00:00,35,22
2016-11-14 00:00:00,77,57
2016-11-15 00:00:00,67,52
2016-11-16 00:00:00,74,48
2016-11-17 00:00:00,78,62
2016-11-18 00:00:00,77,60
2016-11-19 00:00:00,44,33
2016-11-20 00:00:00,48,37
2016-11-21 00:00:00,90,61
2016-11-22 00:00:00,75,62
2016-11-23 00:00:00,87,63
2016-11-24 00:00:00,84,68
2016-11-25 00:00:00,61,47
2016-11-26 00:00:00,45,38
2016-11-27 00:00:00,40,31
2016-11-28 00:00:00,82,65
2016-11-29 00:00:00,83,59
2016-11-30 00:00:00,86,63
2016-12-01 00:00:00,89,62
2016-12-02 00:00:00,81,58
2016-12-03 00:00:00,48,37
2016-12-04 00:00:00,50,32
2016-12-05 00:00:00,85,59
2016-12-06 00:00:00,97,62
2016-12-07 00:00:00,94,60
2016-12-08 00:00:00,90,56
2016-12-09 00:00:00,82,56
2016-12-10 00:00:00,41,31
2016-12-11 00:00:00,36,30
2016-12-12 00:00:00,85,59
2016-12-13 00:00:00,92,59
2016-12-14 00:00:00,85,52
2016-12-15 00:00:00,86,59
2016-12-16 00:00:00,30,22
2016-12-19 00:00:00,489,331
2016-12-20 00:00:00,414,234
2016-12-22 00:00:00,506.077619,86
2016-12-23 00:00:00,506.077619,84
2016-12-24 00:00:00,506.077619,41
2016-12-25 00:00:00,506.077619,41
2016-12-26 00:00:00,506.077619,58
2016-12-27 00:00:00,506.077619,51
2016-12-28 00:00:00,506.077619,56
2016-12-29 00:00:00,506.077619,58
2016-12-30 00:00:00,506.077619,56
2016-12-31 00:00:00,506.077619,47
2017-01-01 00:00:00,506.077619,56
2017-01-02 00:00:00,506.077619,54
2017-01-03 00:00:00,506.077619,93
2017-01-04 00:00:00,506.077619,144
2017-01-05 00:00:00,506.077619,116
2017-01-06 00:00:00,506.077619,49
2017-01-07 00:00:00,506.077619,22
2017-01-08 00:00:00,506.077619,23
2017-01-09 00:00:00,506.077619,64
2017-01-10 00:00:00,506.077619,65
2017-01-11 00:00:00,506.077619,52
2017-01-12 00:00:00,506.077619,50
2017-01-13 00:00:00,506.077619,52
2017-01-14 00:00:00,506.077619,26
2017-01-15 00:00:00,506.077619,21
2017-01-16 00:00:00,506.077619,247
2017-01-17 00:00:00,506.077619,119
2017-01-18 00:00:00,506.077619,95
2017-01-19 00:00:00,506.077619,483
2017-01-20 00:00:00,222,314
2017-01-21 00:00:00,329,235
2017-01-22 00:00:00,321,227
2017-01-23 00:00:00,649,457
2017-01-24 00:00:00,669,456
2017-01-25 00:00:00,352,252
2017-01-26 00:00:00,717,457
2017-01-27 00:00:00,673,398
2017-01-28 00:00:00,415,260
2017-01-29 00:00:00,246,154
2017-02-01 00:00:00,507,361
2017-02-02 00:00:00,222,132
2017-02-03 00:00:00,269,213
2017-02-04 00:00:00,283,216
2017-02-05 00:00:00,251,202
2017-02-06 00:00:00,680,430
2017-02-07 00:00:00,647,448
2017-02-08 00:00:00,667,465
2017-02-09 00:00:00,460,307
2017-02-10 00:00:00,153,109
2017-02-11 00:00:00,342,208
2017-02-12 00:00:00,305,207
2017-02-13 00:00:00,665,473
2017-02-14 00:00:00,697,444
2017-02-15 00:00:00,676,440
2017-02-16 00:00:00,648,437
2017-02-17 00:00:00,606,415
2017-02-18 00:00:00,317,233
2017-02-19 00:00:00,366,232
2017-02-20 00:00:00,655,432
2017-02-21 00:00:00,627,416
2017-02-22 00:00:00,626,424
2017-02-23 00:00:00,633,417
2017-02-24 00:00:00,618,398
2017-02-25 00:00:00,333,197
2017-02-26 00:00:00,333,176
2017-02-27 00:00:00,637,410
2017-02-28 00:00:00,687,431
2017-03-01 00:00:00,664,434
2017-03-02 00:00:00,634,435
2017-03-03 00:00:00,611,410
2017-03-04 00:00:00,350,243
2017-03-05 00:00:00,388,240
2017-03-06 00:00:00,692,421
2017-03-07 00:00:00,634,445
2017-03-08 00:00:00,634,438
2017-03-09 00:00:00,605,463
2017-03-10 00:00:00,619,439
2017-03-11 00:00:00,359,236
2017-03-12 00:00:00,348,210
2017-03-13 00:00:00,646,425
2017-03-14 00:00:00,646,441
2017-03-15 00:00:00,655,422
2017-03-16 00:00:00,678,453
2017-03-17 00:00:00,596,440
2017-03-18 00:00:00,248,254
2017-03-19 00:00:00,292,276
2017-03-20 00:00:00,636,457
2017-03-21 00:00:00,647,446
2017-03-22 00:00:00,643,462
2017-03-23 00:00:00,654,488
2017-03-24 00:00:00,584,435
2017-03-25 00:00:00,270,253
2017-03-26 00:00:00,287,210
2017-03-27 00:00:00,655,434
2017-03-28 00:00:00,695,452
2017-03-29 00:00:00,546,371
2017-03-30 00:00:00,642,457
2017-03-31 00:00:00,652,434
2017-04-01 00:00:00,361,263
2017-04-02 00:00:00,315,236
2017-04-03 00:00:00,638,442
2017-04-04 00:00:00,687,423
2017-04-05 00:00:00,694,436
2017-04-06 00:00:00,633,470
2017-04-07 00:00:00,642,454
2017-04-08 00:00:00,337,198
2017-04-09 00:00:00,340,190
2017-04-10 00:00:00,641,442
2017-04-11 00:00:00,668,460
2017-04-12 00:00:00,645,454
2017-04-13 00:00:00,597,428
2017-04-14 00:00:00,350,85
2017-04-15 00:00:00,299,52
2017-04-16 00:00:00,339,242
2017-04-17 00:00:00,321,233
2017-04-18 00:00:00,586,408
2017-04-19 00:00:00,709,443
2017-04-20 00:00:00,681,427
2017-04-21 00:00:00,643,369
2017-04-22 00:00:00,358,175
2017-04-23 00:00:00,357,159
2017-04-24 00:00:00,656,444
2017-04-25 00:00:00,673,497
2017-04-26 00:00:00,630,424
2017-04-27 00:00:00,672,536
2017-04-28 00:00:00,601,444
2017-04-29 00:00:00,334,246
2017-04-30 00:00:00,311,253
2017-05-01 00:00:00,398,251
2017-05-02 00:00:00,656,481
2017-05-03 00:00:00,681,497
2017-05-04 00:00:00,676,492
2017-05-05 00:00:00,624,458
2017-05-06 00:00:00,312,250
2017-05-07 00:00:00,324,240
2017-05-08 00:00:00,640,495
2017-05-09 00:00:00,690,484
2017-05-10 00:00:00,698,479
2017-05-11 00:00:00,713,483
2017-05-12 00:00:00,651,468
2017-05-13 00:00:00,378,289
2017-05-14 00:00:00,350,272
2017-05-15 00:00:00,637,489
2017-05-16 00:00:00,707,517
2017-05-17 00:00:00,688,478
2017-05-18 00:00:00,684,501
2017-05-19 00:00:00,615,457
2017-05-20 00:00:00,335,259
2017-05-21 00:00:00,327,268
2017-05-22 00:00:00,627,468
2017-05-23 00:00:00,677,481
2017-05-24 00:00:00,667,497
2017-05-25 00:00:00,694,510
2017-05-26 00:00:00,679,486
2017-05-27 00:00:00,284,227
2017-05-28 00:00:00,294,220
2017-05-29 00:00:00,365,263
2017-05-30 00:00:00,651,461
2017-05-31 00:00:00,675,433
2017-06-01 00:00:00,736,477
2017-06-02 00:00:00,654,444
2017-06-03 00:00:00,318,245
2017-06-04 00:00:00,319,278
2017-06-05 00:00:00,641,487
2017-06-06 00:00:00,697,496
2017-06-07 00:00:00,680,488
2017-06-08 00:00:00,662,468
2017-06-09 00:00:00,610,433
2017-06-10 00:00:00,279,220
2017-06-11 00:00:00,298,244
2017-06-12 00:00:00,631,461
2017-06-13 00:00:00,665,503
2017-06-14 00:00:00,680,505
2017-06-15 00:00:00,706,485
2017-06-16 00:00:00,521,375
2017-06-17 00:00:00,276,255
2017-06-18 00:00:00,285,262
2017-06-19 00:00:00,666,472
2017-06-20 00:00:00,670,474
2017-06-21 00:00:00,719,481
2017-06-22 00:00:00,730,521
2017-06-23 00:00:00,677,465
2017-06-24 00:00:00,264,214
2017-06-25 00:00:00,260,237
2017-06-26 00:00:00,659,456
2017-06-27 00:00:00,626,474
2017-06-28 00:00:00,682,477
2017-06-29 00:00:00,660,483
2017-06-30 00:00:00,578,423
2017-07-01 00:00:00,239,198
2017-07-02 00:00:00,229,197
2017-07-03 00:00:00,623,426
2017-07-04 00:00:00,689,447
2017-07-05 00:00:00,699,442
2017-07-06 00:00:00,664,458
2017-07-07 00:00:00,610,413
2017-07-08 00:00:00,266,194
2017-07-09 00:00:00,262,258
2017-07-10 00:00:00,632,464
2017-07-11 00:00:00,642,491
2017-07-12 00:00:00,607,495
2017-07-13 00:00:00,636,456
2017-07-14 00:00:00,610,433
2017-07-15 00:00:00,285,283
2017-07-16 00:00:00,282,304
2017-07-17 00:00:00,739,444
2017-07-18 00:00:00,707,479
2017-07-19 00:00:00,672,486
2017-07-20 00:00:00,659,495
2017-07-21 00:00:00,600,456
2017-07-22 00:00:00,284,269
2017-07-23 00:00:00,301,248
2017-07-24 00:00:00,625,462
2017-07-25 00:00:00,641,487
2017-07-26 00:00:00,133,98
2017-07-31 00:00:00,208,121
2017-08-01 00:00:00,673,460
2017-08-02 00:00:00,647,422
2017-08-03 00:00:00,732,448
2017-08-04 00:00:00,604,420
2017-08-05 00:00:00,340,178
2017-08-06 00:00:00,321,177
2017-08-07 00:00:00,673,422
2017-08-08 00:00:00,647,455
2017-08-09 00:00:00,681,457
2017-08-10 00:00:00,730,428
2017-08-11 00:00:00,666,371
2017-08-12 00:00:00,372,210
2017-08-13 00:00:00,379,196
2017-08-14 00:00:00,650,420
2017-08-15 00:00:00,639,427
2017-08-16 00:00:00,612,476
2017-08-17 00:00:00,640,486
2017-08-18 00:00:00,565,394
2017-08-19 00:00:00,278,197
2017-08-20 00:00:00,251,198
2017-08-21 00:00:00,632,417
2017-08-22 00:00:00,668,449
2017-08-23 00:00:00,655,432
2017-08-24 00:00:00,678,432
2017-08-25 00:00:00,577,400
2017-08-26 00:00:00,309,261
2017-08-27 00:00:00,330,253
2017-08-28 00:00:00,390,243
2017-08-29 00:00:00,646,406
2017-08-30 00:00:00,624,415
2017-08-31 00:00:00,603,438
2017-09-01 00:00:00,523,377
2017-09-02 00:00:00,260,202
2017-09-03 00:00:00,261,187
2017-09-04 00:00:00,590,442
2017-09-05 00:00:00,628,482
2017-09-06 00:00:00,667,463
2017-09-07 00:00:00,644,468
2017-09-08 00:00:00,594,450
2017-09-09 00:00:00,289,230
2017-09-10 00:00:00,254,240
2017-09-11 00:00:00,586,457
2017-09-12 00:00:00,618,463
2017-09-13 00:00:00,587,424
2017-09-14 00:00:00,589,434
2017-09-15 00:00:00,589,424
2017-09-16 00:00:00,316,252
2017-09-17 00:00:00,295,232
2017-09-18 00:00:00,616,446
2017-09-19 00:00:00,653,394
2017-09-20 00:00:00,636,445
2017-09-21 00:00:00,634,484
2017-09-22 00:00:00,563,429
2017-09-23 00:00:00,268,219
2017-09-24 00:00:00,278,219
2017-09-25 00:00:00,607,427
2017-09-26 00:00:00,633,443
2017-09-27 00:00:00,644,420
2017-09-28 00:00:00,650,439
2017-09-29 00:00:00,607,399
2017-09-30 00:00:00,341,189
2017-10-01 00:00:00,339,192
2017-10-02 00:00:00,614,457
2017-10-03 00:00:00,620,461
2017-10-04 00:00:00,626,441
2017-10-05 00:00:00,616,453
2017-10-06 00:00:00,539,400
2017-10-07 00:00:00,254,206
2017-10-08 00:00:00,281,225
2017-10-09 00:00:00,590,441
2017-10-10 00:00:00,606,465
2017-10-11 00:00:00,564,380
2017-10-12 00:00:00,638,449
2017-10-13 00:00:00,567,413
2017-10-14 00:00:00,295,245
2017-10-15 00:00:00,306,239
2017-10-16 00:00:00,615,451
2017-10-17 00:00:00,635,432
2017-10-18 00:00:00,634,441
2017-10-19 00:00:00,650,456
2017-10-20 00:00:00,575,427
2017-10-21 00:00:00,323,199
2017-10-22 00:00:00,289,179
2017-10-23 00:00:00,599,410
2017-10-24 00:00:00,599,453
2017-10-25 00:00:00,621,469
2017-10-26 00:00:00,630,435
2017-10-27 00:00:00,595,384
2017-10-28 00:00:00,282,172
2017-10-29 00:00:00,309,190
2017-10-30 00:00:00,609,367
2017-10-31 00:00:00,638,434
2017-11-01 00:00:00,631,446
2017-11-02 00:00:00,635,449
2017-11-03 00:00:00,573,414
2017-11-04 00:00:00,270,191
2017-11-05 00:00:00,278,149
2017-11-06 00:00:00,651,439
2017-11-07 00:00:00,646,452
2017-11-08 00:00:00,669,442
2017-11-09 00:00:00,637,466
2017-11-10 00:00:00,566,410
2017-11-11 00:00:00,341,201
2017-11-12 00:00:00,337,215
2017-11-13 00:00:00,428,291
2017-11-14 00:00:00,623,468
2017-11-15 00:00:00,647,437
2017-11-16 00:00:00,624,452
2017-11-17 00:00:00,616,401
2017-11-18 00:00:00,397,204
2017-11-19 00:00:00,392,225
2017-11-20 00:00:00,635,434
2017-11-21 00:00:00,615,473
2017-11-22 00:00:00,631,438
2017-11-23 00:00:00,654,431
2017-11-24 00:00:00,583,408
2017-11-25 00:00:00,361,225
2017-11-26 00:00:00,266,222
2017-11-27 00:00:00,618,449
2017-11-28 00:00:00,618,451
2017-11-29 00:00:00,633,439
2017-11-30 00:00:00,656,454
2017-12-01 00:00:00,615,435
2017-12-02 00:00:00,320,261
2017-12-03 00:00:00,325,224
2017-12-04 00:00:00,624,456
2017-12-05 00:00:00,658,450
2017-12-06 00:00:00,635,465
2017-12-07 00:00:00,632,462
2017-12-08 00:00:00,607,437
2017-12-09 00:00:00,326,264
2017-12-10 00:00:00,343,294
2017-12-11 00:00:00,652,463
2017-12-12 00:00:00,582,461
2017-12-13 00:00:00,636,461
2017-12-14 00:00:00,609,444
2017-12-15 00:00:00,561,411
2017-12-16 00:00:00,381,240
2017-12-17 00:00:00,413,257
2017-12-18 00:00:00,649,420
2017-12-19 00:00:00,628,407
2017-12-20 00:00:00,641,426
2017-12-21 00:00:00,622,387
2017-12-22 00:00:00,503,284
2017-12-23 00:00:00,241,177
2017-12-24 00:00:00,208,199
2017-12-25 00:00:00,208,188
2017-12-26 00:00:00,220,145
2017-12-27 00:00:00,352,188
2017-12-28 00:00:00,381,209
2017-12-29 00:00:00,333,195
2017-12-30 00:00:00,259,195
2017-12-31 00:00:00,255,177
2018-01-01 00:00:00,232,188
2018-01-02 00:00:00,607,412
2018-01-03 00:00:00,616,444
2018-01-04 00:00:00,644,435
2018-01-05 00:00:00,592,415
2018-01-06 00:00:00,318,234
2018-01-07 00:00:00,331,232
2018-01-08 00:00:00,686,445
2018-01-09 00:00:00,696,447
2018-01-10 00:00:00,671,467
2018-01-11 00:00:00,642,467
2018-01-12 00:00:00,583,412
2018-01-13 00:00:00,327,240
2018-01-14 00:00:00,244,236
2018-01-15 00:00:00,645,441
2018-01-16 00:00:00,673,446
2018-01-17 00:00:00,673,483
2018-01-18 00:00:00,643,478
2018-01-19 00:00:00,589,470
2018-01-20 00:00:00,332,254
2018-01-21 00:00:00,345,240
2018-01-22 00:00:00,633,453
2018-01-23 00:00:00,642,483
2018-01-24 00:00:00,658,481
2018-01-25 00:00:00,645,479
2018-01-26 00:00:00,585,415
2018-01-27 00:00:00,332,230
2018-01-28 00:00:00,353,218
2018-01-29 00:00:00,653,467
2018-01-30 00:00:00,645,441
2018-01-31 00:00:00,694,449
2018-02-01 00:00:00,690,434
2018-02-02 00:00:00,598,384
2018-02-03 00:00:00,318,229
2018-02-04 00:00:00,314,233
2018-02-05 00:00:00,659,445
2018-02-06 00:00:00,690,477
2018-02-07 00:00:00,708,487
2018-02-08 00:00:00,713,468
2018-02-09 00:00:00,623,434
2018-02-10 00:00:00,263,273
2018-02-11 00:00:00,248,264
2018-02-12 00:00:00,639,448
2018-02-13 00:00:00,689,456
2018-02-14 00:00:00,658,446
2018-02-15 00:00:00,636,460
2018-02-16 00:00:00,572,408
2018-02-17 00:00:00,289,263
2018-02-18 00:00:00,268,261
2018-02-19 00:00:00,612,469
2018-02-20 00:00:00,621,456
2018-02-21 00:00:00,601,493
2018-02-22 00:00:00,622,491
2018-02-23 00:00:00,596,448
2018-02-24 00:00:00,326,252
2018-02-25 00:00:00,241,233
2018-02-26 00:00:00,658,463
2018-02-27 00:00:00,650,467
2018-02-28 00:00:00,635,430
2018-03-01 00:00:00,668,395
2018-03-02 00:00:00,647,388
2018-03-03 00:00:00,395,304
2018-03-04 00:00:00,360,280
2018-03-05 00:00:00,666,475
2018-03-06 00:00:00,647,481
2018-03-07 00:00:00,641,471
2018-03-08 00:00:00,648,458
2018-03-09 00:00:00,566,440
2018-03-10 00:00:00,302,285
2018-03-11 00:00:00,260,269
2018-03-12 00:00:00,619,473
2018-03-13 00:00:00,642,469
2018-03-14 00:00:00,150,107
2018-03-19 00:00:00,419,280
2018-03-20 00:00:00,655,426
2018-03-21 00:00:00,635,422
2018-03-22 00:00:00,610,424
2018-03-23 00:00:00,578,398
2018-03-24 00:00:00,253,223
2018-03-25 00:00:00,254,220
2018-03-26 00:00:00,608,439
2018-03-27 00:00:00,607,407
2018-03-28 00:00:00,615,372
2018-03-29 00:00:00,598,385
2018-03-30 00:00:00,419,214
2018-03-31 00:00:00,452,240
2018-04-01 00:00:00,372,211
2018-04-02 00:00:00,288,204
2018-04-03 00:00:00,613,379
2018-04-04 00:00:00,635,412
2018-04-05 00:00:00,598,407
2018-04-06 00:00:00,557,386
2018-04-07 00:00:00,303,250
2018-04-08 00:00:00,335,232
2018-04-09 00:00:00,592,413
2018-04-10 00:00:00,614,394
2018-04-11 00:00:00,636,409
2018-04-12 00:00:00,611,417
2018-04-13 00:00:00,577,418
2018-04-14 00:00:00,304,216
2018-04-15 00:00:00,320,243
2018-04-16 00:00:00,594,404
2018-04-17 00:00:00,611,412
2018-04-18 00:00:00,607,380
2018-04-19 00:00:00,625,407
2018-04-20 00:00:00,586,436
2018-04-21 00:00:00,321,308
2018-04-22 00:00:00,279,261
2018-04-23 00:00:00,570,452
2018-04-24 00:00:00,592,436
2018-04-25 00:00:00,616,383
2018-04-26 00:00:00,616,374
2018-04-27 00:00:00,577,349
2018-04-28 00:00:00,286,187
2018-04-29 00:00:00,284,183
2018-04-30 00:00:00,604,367
2018-05-01 00:00:00,590,421
2018-05-02 00:00:00,557,412
2018-05-03 00:00:00,597,409
2018-05-04 00:00:00,538,396
2018-05-05 00:00:00,230,252
2018-05-06 00:00:00,250,228
2018-05-07 00:00:00,232,222
2018-05-08 00:00:00,648,412
2018-05-09 00:00:00,604,427
2018-05-10 00:00:00,610,452
2018-05-11 00:00:00,572,393
2018-05-12 00:00:00,246,189
2018-05-13 00:00:00,213,221
2018-05-14 00:00:00,585,443
2018-05-15 00:00:00,586,475
2018-05-16 00:00:00,593,433
2018-05-17 00:00:00,595,447
2018-05-18 00:00:00,544,415
2018-05-19 00:00:00,273,229
2018-05-20 00:00:00,276,259
2018-05-21 00:00:00,560,419
2018-05-22 00:00:00,605,440
2018-05-23 00:00:00,590,433
2018-05-24 00:00:00,559,434
2018-05-25 00:00:00,444,393
2018-05-26 00:00:00,228,220
2018-05-27 00:00:00,256,222
2018-05-28 00:00:00,276,282
2018-05-29 00:00:00,559,463
2018-05-30 00:00:00,617,476
2018-05-31 00:00:00,637,471
2018-06-01 00:00:00,595,430
2018-06-02 00:00:00,371,245
2018-06-03 00:00:00,350,270
2018-06-04 00:00:00,639,473
2018-06-05 00:00:00,637,471
2018-06-06 00:00:00,614,443
2018-06-07 00:00:00,606,440
2018-06-08 00:00:00,544,418
2018-06-09 00:00:00,301,244
2018-06-10 00:00:00,303,237
2018-06-11 00:00:00,634,438
2018-06-12 00:00:00,669,455
2018-06-13 00:00:00,624,441
2018-06-14 00:00:00,583,451
2018-06-15 00:00:00,546,414
2018-06-16 00:00:00,332,224
2018-06-17 00:00:00,308,265
2018-06-18 00:00:00,616,448
2018-06-19 00:00:00,623,221
2018-06-20 00:00:00,623,461
2018-06-21 00:00:00,599,462
2018-06-22 00:00:00,589,422
2018-06-23 00:00:00,292,235
2018-06-24 00:00:00,285,237
2018-06-25 00:00:00,639,450
2018-06-26 00:00:00,655,483
2018-06-27 00:00:00,715,449
2018-06-28 00:00:00,673,428
2018-06-29 00:00:00,679,462
2018-06-30 00:00:00,432,298
2018-07-01 00:00:00,424,296
2018-07-02 00:00:00,814,455
2018-07-03 00:00:00,792,452
2018-07-04 00:00:00,205,99
2018-07-05 00:00:00,571,358
2018-07-06 00:00:00,699,444
2018-07-07 00:00:00,407,237
2018-07-08 00:00:00,389,226
2018-07-09 00:00:00,757,438
2018-07-10 00:00:00,749,462
2018-07-11 00:00:00,741,436
2018-07-12 00:00:00,741,427
2018-07-13 00:00:00,678,428
2018-07-14 00:00:00,478,278
2018-07-15 00:00:00,480,273
2018-07-16 00:00:00,642,375
2018-07-17 00:00:00,683,482
2018-07-18 00:00:00,705,462
2018-07-19 00:00:00,742,466
2018-07-20 00:00:00,676,436
2018-07-21 00:00:00,348,258
2018-07-22 00:00:00,354,257
2018-07-23 00:00:00,764,445
2018-07-24 00:00:00,786,463
2018-07-25 00:00:00,729,439
2018-07-26 00:00:00,781,468
2018-07-27 00:00:00,717,450
2018-07-28 00:00:00,436,284
2018-07-29 00:00:00,408,293
2018-07-30 00:00:00,740,452
2018-07-31 00:00:00,751,434
2018-08-01 00:00:00,777,427
2018-08-02 00:00:00,731,459
2018-08-03 00:00:00,673,433
2018-08-04 00:00:00,408,248
2018-08-05 00:00:00,320,244
2018-08-06 00:00:00,691,459
2018-08-07 00:00:00,828,448
2018-08-08 00:00:00,770,449
2018-08-09 00:00:00,741,429
2018-08-10 00:00:00,685,386
2018-08-11 00:00:00,385,233
2018-08-12 00:00:00,378,251
2018-08-13 00:00:00,679,435
2018-08-14 00:00:00,654,446
2018-08-15 00:00:00,683,448
2018-08-16 00:00:00,607,401
2018-08-17 00:00:00,508,425
2018-08-18 00:00:00,282,230
2018-08-19 00:00:00,228,255
2018-08-20 00:00:00,551,419
2018-08-21 00:00:00,627,461
2018-08-22 00:00:00,613,463
2018-08-23 00:00:00,624,460
2018-08-24 00:00:00,582,409
2018-08-25 00:00:00,283,247
2018-08-26 00:00:00,267,251
2018-08-27 00:00:00,299,271
2018-08-28 00:00:00,586,431
2018-08-29 00:00:00,607,416
2018-08-30 00:00:00,596,413
2018-08-31 00:00:00,518,400
2018-09-01 00:00:00,278,249
2018-09-02 00:00:00,300,288
2018-09-03 00:00:00,586,463
2018-09-04 00:00:00,607,493
2018-09-05 00:00:00,609,466
2018-09-06 00:00:00,606,451
2018-09-07 00:00:00,555,415
2018-09-08 00:00:00,333,259
2018-09-09 00:00:00,302,244
2018-09-10 00:00:00,610,444
2018-09-11 00:00:00,658,437
2018-09-12 00:00:00,642,470
2018-09-13 00:00:00,646,463
2018-09-14 00:00:00,588,449
2018-09-15 00:00:00,312,264
2018-09-16 00:00:00,303,254
2018-09-17 00:00:00,604,438
2018-09-18 00:00:00,619,486
2018-09-19 00:00:00,623,444
2018-09-20 00:00:00,634,461
2018-09-21 00:00:00,579,401
2018-09-22 00:00:00,269,263
2018-09-23 00:00:00,277,265
2018-09-24 00:00:00,576,426
2018-09-25 00:00:00,610,418
2018-09-26 00:00:00,638,424
2018-09-27 00:00:00,614,451
2018-09-28 00:00:00,525,392
2018-09-29 00:00:00,283,233
2018-09-30 00:00:00,295,234
2018-10-01 00:00:00,590,444
2018-10-02 00:00:00,595,435
2018-10-03 00:00:00,599,446
2018-10-04 00:00:00,624,439
2018-10-05 00:00:00,590,412
2018-10-06 00:00:00,79,75
2018-10-09 00:00:00,354,215
2018-10-10 00:00:00,559,392
2018-10-11 00:00:00,635,428
2018-10-12 00:00:00,558,402
2018-10-13 00:00:00,299,244
2018-10-14 00:00:00,283,226
2018-10-15 00:00:00,594,426
2018-10-16 00:00:00,597,476
2018-10-17 00:00:00,599,468
2018-10-18 00:00:00,614,456
2018-10-19 00:00:00,569,421
2018-10-20 00:00:00,279,238
2018-10-21 00:00:00,273,236
2018-10-22 00:00:00,600,450
2018-10-23 00:00:00,469,355
2018-10-24 00:00:00,599,426
2018-10-25 00:00:00,592,415
2018-10-26 00:00:00,561,361
2018-10-27 00:00:00,244,263
2018-10-28 00:00:00,254,270
2018-10-29 00:00:00,569,442
2018-10-30 00:00:00,612,463
2018-10-31 00:00:00,610,475
2018-11-01 00:00:00,629,464
2018-11-02 00:00:00,599,428
2018-11-03 00:00:00,284,240
2018-11-04 00:00:00,335,243
2018-11-05 00:00:00,636,452
2018-11-06 00:00:00,641,459
2018-11-07 00:00:00,623,489
2018-11-08 00:00:00,604,479
2018-11-09 00:00:00,542,432
2018-11-10 00:00:00,360,230
2018-11-11 00:00:00,328,223
2018-11-12 00:00:00,617,431
2018-11-13 00:00:00,646,398
2018-11-14 00:00:00,636,414
2018-11-15 00:00:00,635,429
2018-11-16 00:00:00,574,382
2018-11-17 00:00:00,283,191
2018-11-18 00:00:00,299,182
2018-11-19 00:00:00,640,402
2018-11-20 00:00:00,650,444
2018-11-21 00:00:00,620,461
2018-11-22 00:00:00,632,429
2018-11-23 00:00:00,571,414
2018-11-24 00:00:00,282,290
2018-11-25 00:00:00,291,289
2018-11-26 00:00:00,648,437
2018-11-27 00:00:00,688,432
2018-11-28 00:00:00,648,479
2018-11-29 00:00:00,609,467
2018-11-30 00:00:00,564,419
2018-12-01 00:00:00,255,243
2018-12-02 00:00:00,283,217
2018-12-03 00:00:00,610,411
2018-12-04 00:00:00,615,434
2018-12-05 00:00:00,643,411
2018-12-06 00:00:00,668,449
2018-12-07 00:00:00,586,407
2018-12-08 00:00:00,321,276
2018-12-09 00:00:00,331,283
2018-12-10 00:00:00,624,471
2018-12-11 00:00:00,629,445
2018-12-12 00:00:00,630,416
2018-12-13 00:00:00,638,415
2018-12-14 00:00:00,567,393
2018-12-15 00:00:00,331,244
2018-12-16 00:00:00,328,240
2018-12-17 00:00:00,623,467
2018-12-18 00:00:00,648,468
2018-12-19 00:00:00,632,452
2018-12-20 00:00:00,584,387
2018-12-21 00:00:00,439,285
2018-12-22 00:00:00,189,181
2018-12-23 00:00:00,193,204
2018-12-24 00:00:00,209,205
2018-12-25 00:00:00,231,210
2018-12-26 00:00:00,229,216
2018-12-27 00:00:00,279,237
2018-12-28 00:00:00,110,92
2018-12-29 00:00:00,123,101
2018-12-30 00:00:00,169,216
2018-12-31 00:00:00,183,205
2019-01-01 00:00:00,212,225
2019-01-02 00:00:00,617,404
2019-01-03 00:00:00,695,445
2019-01-04 00:00:00,615,404
2019-01-05 00:00:00,335,230
2019-01-06 00:00:00,288,224
2019-01-07 00:00:00,669,452
2019-01-08 00:00:00,651,438
2019-01-09 00:00:00,690,423
2019-01-10 00:00:00,697,455
2019-01-11 00:00:00,624,414
2019-01-12 00:00:00,347,250
2019-01-13 00:00:00,351,237
2019-01-14 00:00:00,682,460
2019-01-15 00:00:00,676,460
2019-01-16 00:00:00,667,448
2019-01-17 00:00:00,692,467
2019-01-18 00:00:00,662,446
2019-01-19 00:00:00,353,300
2019-01-20 00:00:00,374,242
2019-01-21 00:00:00,731,456
2019-01-22 00:00:00,743,486
2019-01-23 00:00:00,689,483
2019-01-24 00:00:00,666,420
2019-01-25 00:00:00,640,394
2019-01-26 00:00:00,348,229
2019-01-27 00:00:00,333,199
2019-01-28 00:00:00,691,422
2019-01-29 00:00:00,686,439
2019-01-30 00:00:00,494,319
2019-01-31 00:00:00,414,299
2019-02-01 00:00:00,613,449
2019-02-02 00:00:00,335,302
2019-02-03 00:00:00,341,304
2019-02-04 00:00:00,665,478
2019-02-05 00:00:00,697,473
2019-02-06 00:00:00,685,455
2019-02-07 00:00:00,705,432
2019-02-08 00:00:00,630,421
2019-02-09 00:00:00,366,271
2019-02-10 00:00:00,373,276
2019-02-11 00:00:00,696,436
2019-02-12 00:00:00,701,447
2019-02-13 00:00:00,692,426
2019-02-14 00:00:00,646,461
2019-02-15 00:00:00,602,422
2019-02-16 00:00:00,309,257
2019-02-17 00:00:00,305,235
